County_Key,Volume,Count,State_Code,Average,State_Name
02Matanuska-Susitna,1357673,10992,2,123,ALASKA
02Anchorage,12830755,58584,2,219,ALASKA
02Kenai Peninsula,1693548,14112,2,120,ALASKA
02Kodiak Island,122767,1296,2,94,ALASKA
02Fairbanks North Star,6882215,53736,2,128,ALASKA
02Petersburg,27061,1488,2,18,ALASKA
02Juneau,1699924,11160,2,152,ALASKA
02Haines,21445,1488,2,14,ALASKA
02Skagway,5466,1488,2,3,ALASKA
02Sitka,351653,2976,2,118,ALASKA
02Ketchikan Gateway,534710,4368,2,122,ALASKA
01Jackson,753890,5280,1,142,ALABAMA
01St. Clair,2161852,7200,1,300,ALABAMA
01Dallas,239385,5472,1,43,ALABAMA
01Coffee,69669,768,1,90,ALABAMA
01Monroe,117299,1440,1,81,ALABAMA
01Mobile,10942334,32496,1,336,ALABAMA
01Elmore,462156,2880,1,160,ALABAMA
01Colbert,899632,5760,1,156,ALABAMA
01Jefferson,46634676,83640,1,557,ALABAMA
01Shelby,3590007,10224,1,351,ALABAMA
01Russell,230704,1296,1,178,ALABAMA
01Cleburne,69947,1440,1,48,ALABAMA
01Baldwin,4857037,23616,1,205,ALABAMA
01Barbour,226462,2688,1,84,ALABAMA
01Bullock,31154,1344,1,23,ALABAMA
01Franklin,226558,2784,1,81,ALABAMA
01Fayette,59397,1440,1,41,ALABAMA
01Clarke,304830,3552,1,85,ALABAMA
01Houston,1708595,9168,1,186,ALABAMA
01Crenshaw,103508,1344,1,77,ALABAMA
01Pike,574396,2880,1,199,ALABAMA
01Montgomery,6718586,20256,1,331,ALABAMA
01Autauga,84262,1440,1,58,ALABAMA
01Chambers,1069323,2880,1,371,ALABAMA
01Chilton,1055755,2880,1,366,ALABAMA
01Randolph,138606,1392,1,99,ALABAMA
01Talladega,490999,2880,1,170,ALABAMA
01Morgan,1125460,4176,1,269,ALABAMA
01Limestone,3964341,12960,1,305,ALABAMA
01Etowah,2649959,12240,1,216,ALABAMA
01Lee,1154883,4224,1,273,ALABAMA
01Pickens,171855,2880,1,59,ALABAMA
01Escambia,267818,3504,1,76,ALABAMA
01Sumter,1190283,5664,1,210,ALABAMA
01Blount,713309,3408,1,209,ALABAMA
01Madison,15354671,40368,1,380,ALABAMA
01Tuscaloosa,2540763,9264,1,274,ALABAMA
01Conecuh,453184,2112,1,214,ALABAMA
01Walker,400982,2880,1,139,ALABAMA
01Lauderdale,501191,4176,1,120,ALABAMA
01Cullman,936821,2496,1,375,ALABAMA
01Perry,303949,2784,1,109,ALABAMA
01Washington,237916,2880,1,82,ALABAMA
01Henry,280174,2880,1,97,ALABAMA
01Bibb,210709,2976,1,70,ALABAMA
01Marion,259290,2304,1,112,ALABAMA
01Macon,1169178,2880,1,405,ALABAMA
05Arkansas,1162823,4464,5,260,ARKANSAS
05Boone,338749,2688,5,126,ARKANSAS
05Calhoun,198612,2688,5,73,ARKANSAS
05Carroll,69180,1296,5,53,ARKANSAS
05Clark,455492,1440,5,316,ARKANSAS
05Craighead,819956,4464,5,183,ARKANSAS
05Crawford,1532787,9312,5,164,ARKANSAS
05Crittenden,590581,2976,5,198,ARKANSAS
05Drew,69819,1440,5,48,ARKANSAS
05Faulkner,295117,2976,5,99,ARKANSAS
05Garland,291453,2112,5,137,ARKANSAS
05Grant,41388,1488,5,27,ARKANSAS
05Greene,40750,672,5,60,ARKANSAS
05Hot Spring,944878,3648,5,259,ARKANSAS
05Jefferson,579817,2112,5,274,ARKANSAS
05Johnson,756338,2880,5,262,ARKANSAS
05Lafayette,32216,1440,5,22,ARKANSAS
05Lincoln,167065,2784,5,60,ARKANSAS
05Lonoke,1083015,2976,5,363,ARKANSAS
05Miller,1473627,7968,5,184,ARKANSAS
05Monroe,143815,2544,5,56,ARKANSAS
05Pope,34913,1488,5,23,ARKANSAS
05Pulaski,607922,4464,5,136,ARKANSAS
05Searcy,149349,1440,5,103,ARKANSAS
05Sebastian,1463650,2976,5,491,ARKANSAS
05Sharp,49203,1440,5,34,ARKANSAS
05Union,413916,4272,5,96,ARKANSAS
05White,567181,5376,5,105,ARKANSAS
05Jackson,44040,1488,5,29,ARKANSAS
05Woodruff,93585,1056,5,88,ARKANSAS
05Yell,220693,2976,5,74,ARKANSAS
04Yuma,994863,1440,4,690,ARIZONA
04Maricopa,63920532,34752,4,1839,ARIZONA
04La Paz,1545818,9840,4,157,ARIZONA
04Pinal,4934113,9264,4,532,ARIZONA
04Pima,4325855,8160,4,530,ARIZONA
04Cochise,567255,5448,4,104,ARIZONA
04Yavapai,3223732,9216,4,349,ARIZONA
04Mohave,1890573,7008,4,269,ARIZONA
04Coconino,2910691,12240,4,237,ARIZONA
04Navajo,882307,8112,4,108,ARIZONA
04Santa Cruz,720302,4416,4,163,ARIZONA
04Gila,652292,3888,4,167,ARIZONA
04Apache,202155,6624,4,30,ARIZONA
04Graham,505932,2544,4,198,ARIZONA
06Humboldt,3707749,11208,6,330,CALIFORNIA
06Mendocino,1117632,5208,6,214,CALIFORNIA
06Lake,354258,1488,6,238,CALIFORNIA
06Del Norte,219751,1488,6,147,CALIFORNIA
06Lassen,466903,4416,6,105,CALIFORNIA
06Shasta,10785726,20328,6,530,CALIFORNIA
06Tehama,2110143,2976,6,709,CALIFORNIA
06Trinity,126108,1488,6,84,CALIFORNIA
06Siskiyou,1482483,4464,6,332,CALIFORNIA
06Modoc,69495,1488,6,46,CALIFORNIA
06Sacramento,62576541,20136,6,3107,CALIFORNIA
06Yolo,8815587,8160,6,1080,CALIFORNIA
06Placer,6940016,8088,6,858,CALIFORNIA
06Butte,2157307,2232,6,966,CALIFORNIA
06Nevada,760178,1488,6,510,CALIFORNIA
06Sutter,3636324,7416,6,490,CALIFORNIA
06Plumas,123339,1680,6,73,CALIFORNIA
06Glenn,338756,1488,6,227,CALIFORNIA
06Yuba,3020840,2976,6,1015,CALIFORNIA
06El Dorado,8467,96,6,88,CALIFORNIA
06Solano,6318078,4368,6,1446,CALIFORNIA
06Sonoma,1143400,432,6,2646,CALIFORNIA
06Santa Clara,6851579,4224,6,1622,CALIFORNIA
06Contra Costa,9023851,2736,6,3298,CALIFORNIA
06San Mateo,13665621,4392,6,3111,CALIFORNIA
06Napa,1096348,1440,6,761,CALIFORNIA
06San Luis Obispo,7382388,7752,6,952,CALIFORNIA
06Santa Barbara,4239762,1920,6,2208,CALIFORNIA
06Monterey,760483,1488,6,511,CALIFORNIA
06Kern,19946698,17352,6,1149,CALIFORNIA
06Kings,2356235,2976,6,791,CALIFORNIA
06Tulare,7088956,8928,6,794,CALIFORNIA
06Fresno,15383152,5832,6,2637,CALIFORNIA
06Madera,3800728,2976,6,1277,CALIFORNIA
06Los Angeles,84126695,19848,6,4238,CALIFORNIA
06Ventura,12104982,5088,6,2379,CALIFORNIA
06Riverside,11141023,5640,6,1975,CALIFORNIA
06San Bernardino,13437351,9264,6,1450,CALIFORNIA
06Inyo,2408992,15624,6,154,CALIFORNIA
06Mono,818303,11280,6,72,CALIFORNIA
06Merced,2289823,3720,6,615,CALIFORNIA
06San Joaquin,3807895,1440,6,2644,CALIFORNIA
06Tuolumne,325547,1440,6,226,CALIFORNIA
06San Diego,42971354,14568,6,2949,CALIFORNIA
06Imperial,2425135,8688,6,279,CALIFORNIA
06Orange,59762018,12408,6,4816,CALIFORNIA
08Phillips,50105,1440,8,34,COLORADO
08Arapahoe,2264522,3744,8,604,COLORADO
08Kiowa,63132,1296,8,48,COLORADO
08Jefferson,9173562,8400,8,1092,COLORADO
08Weld,2910458,8544,8,340,COLORADO
08Larimer,5022609,8784,8,571,COLORADO
08El Paso,5897212,12360,8,477,COLORADO
08Eagle,1740731,2832,8,614,COLORADO
08Douglas,8262985,9456,8,873,COLORADO
08Lincoln,90811,1440,8,63,COLORADO
08Mesa,427826,2928,8,146,COLORADO
08Las Animas,306527,1440,8,212,COLORADO
08Broomfield,2828524,1296,8,2182,COLORADO
08Garfield,1771141,5952,8,297,COLORADO
08Summit,2660064,7032,8,378,COLORADO
08Kit Carson,318682,2976,8,107,COLORADO
08Logan,331679,4416,8,75,COLORADO
08Clear Creek,1338848,2592,8,516,COLORADO
08Huerfano,19284,1488,8,12,COLORADO
08Yuma,31930,1488,8,21,COLORADO
08Moffat,157485,2976,8,52,COLORADO
08Gunnison,150093,2496,8,60,COLORADO
08Otero,98766,1488,8,66,COLORADO
08Morgan,52149,1488,8,35,COLORADO
08Grand,13618,1488,8,9,COLORADO
08La Plata,1447370,4464,8,324,COLORADO
08Rio Grande,223091,1488,8,149,COLORADO
08Montezuma,299872,2976,8,100,COLORADO
08Teller,578814,2976,8,194,COLORADO
08Routt,241405,2400,8,100,COLORADO
08Rio Blanco,48703,1488,8,32,COLORADO
08Pitkin,582509,1488,8,391,COLORADO
08Alamosa,154051,1488,8,103,COLORADO
08Fremont,74023,1488,8,49,COLORADO
08Pueblo,2528735,5376,8,470,COLORADO
08Boulder,633199,1488,8,425,COLORADO
08Costilla,123170,1488,8,82,COLORADO
08Delta,115862,1488,8,77,COLORADO
08Crowley,41777,1488,8,28,COLORADO
08Gilpin,449662,2976,8,151,COLORADO
08Denver,3029372,1488,8,2035,COLORADO
08Adams,11655917,10080,8,1156,COLORADO
08Baca,73535,1440,8,51,COLORADO
09New Haven,3479613,5952,9,584,CONNECTICUT
09New London,5728481,8928,9,641,CONNECTICUT
09Middlesex,9183354,8928,9,1028,CONNECTICUT
09Fairfield,2401617,1488,9,1613,CONNECTICUT
09Windham,1628092,1488,9,1094,CONNECTICUT
11District of Columbia,3785319,4464,11,847,DISTRICT OF COLUMBIA
10New Castle,16162275,57696,10,280,DELAWARE
10Kent,9900552,41160,10,240,DELAWARE
10Sussex,10330100,56112,10,184,DELAWARE
12Charlotte,2695371,5952,12,452,FLORIDA
12Citrus,1233111,5904,12,208,FLORIDA
12Collier,8142383,21936,12,371,FLORIDA
12DeSoto,587925,5952,12,98,FLORIDA
12Glades,103127,1440,12,71,FLORIDA
12Hendry,948838,5952,12,159,FLORIDA
12Hernando,1365785,7440,12,183,FLORIDA
12Highlands,169502,1440,12,117,FLORIDA
12Hillsborough,10021996,26712,12,375,FLORIDA
12Lake,3003565,8640,12,347,FLORIDA
12Lee,4610672,10032,12,459,FLORIDA
12Manatee,2949591,10368,12,284,FLORIDA
12Pasco,4839251,14592,12,331,FLORIDA
12Pinellas,4593583,16368,12,280,FLORIDA
12Polk,8371181,26520,12,315,FLORIDA
12Sarasota,3883655,6144,12,632,FLORIDA
12Alachua,2098991,10416,12,201,FLORIDA
12Baker,89306,1488,12,60,FLORIDA
12Bradford,908737,4416,12,205,FLORIDA
12Columbia,1658361,10200,12,162,FLORIDA
12Dixie,63377,1488,12,42,FLORIDA
12Hamilton,1477838,7440,12,198,FLORIDA
12Lafayette,131656,2928,12,44,FLORIDA
12Levy,1054616,10416,12,101,FLORIDA
12Madison,272870,2976,12,91,FLORIDA
12Marion,5211259,12720,12,409,FLORIDA
12Suwannee,995538,4464,12,223,FLORIDA
12Taylor,45670,1104,12,41,FLORIDA
12Bay,1495898,10800,12,138,FLORIDA
12Calhoun,400045,4464,12,89,FLORIDA
12Escambia,7178059,24048,12,298,FLORIDA
12Franklin,78681,1440,12,54,FLORIDA
12Gadsden,1468103,10416,12,140,FLORIDA
12Gulf,75924,1488,12,51,FLORIDA
12Holmes,66152,1488,12,44,FLORIDA
12Jackson,1871320,12576,12,148,FLORIDA
12Jefferson,215486,4416,12,48,FLORIDA
12Leon,4062675,17016,12,238,FLORIDA
12Liberty,78305,1440,12,54,FLORIDA
12Okaloosa,3945979,16944,12,232,FLORIDA
12Santa Rosa,2014637,10416,12,193,FLORIDA
12Wakulla,521515,2976,12,175,FLORIDA
12Walton,2607827,10896,12,239,FLORIDA
12Washington,962164,7008,12,137,FLORIDA
12Brevard,6450343,19128,12,337,FLORIDA
12Clay,1631808,6888,12,236,FLORIDA
12Duval,13158414,27072,12,486,FLORIDA
12Flagler,3234152,9888,12,327,FLORIDA
12Nassau,2409677,7440,12,323,FLORIDA
12Orange,12237457,26736,12,457,FLORIDA
12Putnam,886871,5952,12,149,FLORIDA
12Seminole,7073170,13248,12,533,FLORIDA
12St. Johns,2880194,10416,12,276,FLORIDA
12Volusia,5291008,15552,12,340,FLORIDA
12Broward,20483710,46176,12,443,FLORIDA
12Miami-Dade,30772327,55656,12,552,FLORIDA
12Indian River,976282,7344,12,132,FLORIDA
12Martin,3476931,9192,12,378,FLORIDA
12Monroe,2104018,5952,12,353,FLORIDA
12Osceola,3679168,11808,12,311,FLORIDA
12Palm Beach,28590034,56976,12,501,FLORIDA
12St. Lucie,4563708,19416,12,235,FLORIDA
12Sumter,1413917,2880,12,490,FLORIDA
13DeKalb,24288281,40560,13,598,GEORGIA
13Fulton,49991979,80352,13,622,GEORGIA
13Meriwether,1282551,2496,13,513,GEORGIA
13Houston,2169249,9360,13,231,GEORGIA
13Troup,2599842,11016,13,236,GEORGIA
13Chatham,14037682,37776,13,371,GEORGIA
13Camden,3622264,9840,13,368,GEORGIA
13Atkinson,243369,5376,13,45,GEORGIA
13Lowndes,3037632,8928,13,340,GEORGIA
13Clayton,10624124,22056,13,481,GEORGIA
13Glynn,1250496,9552,13,130,GEORGIA
13Bacon,99696,1920,13,51,GEORGIA
13Hart,1163973,6096,13,190,GEORGIA
13Barrow,232191,1392,13,166,GEORGIA
13Pickens,1298120,6528,13,198,GEORGIA
13Bulloch,454056,2784,13,163,GEORGIA
13Clarke,2937676,13752,13,213,GEORGIA
13Decatur,336162,2880,13,116,GEORGIA
13Fannin,657786,4464,13,147,GEORGIA
13Hall,730080,4416,13,165,GEORGIA
13Jenkins,87534,1344,13,65,GEORGIA
13Lumpkin,889169,4368,13,203,GEORGIA
13Mitchell,79714,1344,13,59,GEORGIA
13Thomas,231775,3552,13,65,GEORGIA
13Towns,31153,1488,13,20,GEORGIA
13Gwinnett,7628778,10392,13,734,GEORGIA
13Cobb,13096459,19512,13,671,GEORGIA
13Richmond,6996548,17544,13,398,GEORGIA
13Butts,2090575,3744,13,558,GEORGIA
13Dougherty,325767,2112,13,154,GEORGIA
13Bibb,14965301,48960,13,305,GEORGIA
13Harris,1128461,2880,13,391,GEORGIA
13Catoosa,2940251,4176,13,704,GEORGIA
13Haralson,61068,192,13,318,GEORGIA
13McIntosh,1202586,5568,13,215,GEORGIA
13Cherokee,109896,1392,13,78,GEORGIA
13Forsyth,148910,1200,13,124,GEORGIA
13Habersham,31933,1344,13,23,GEORGIA
13Oconee,132657,1488,13,89,GEORGIA
13Crisp,164435,2016,13,81,GEORGIA
13Jeff Davis,231133,2976,13,77,GEORGIA
13Brantley,153803,1824,13,84,GEORGIA
13Fayette,167287,1344,13,124,GEORGIA
13Bryan,2002262,8832,13,226,GEORGIA
13Pierce,51241,2688,13,19,GEORGIA
13Clinch,180510,2928,13,61,GEORGIA
13Laurens,812701,6624,13,122,GEORGIA
13Treutlen,515822,2880,13,179,GEORGIA
13Montgomery,133099,1488,13,89,GEORGIA
13Taliaferro,840674,2976,13,282,GEORGIA
13Muscogee,3804650,11664,13,326,GEORGIA
13Clay,49977,2496,13,20,GEORGIA
13Tift,1587753,5976,13,265,GEORGIA
13Douglas,1794488,3312,13,541,GEORGIA
13Dade,3498707,8688,13,402,GEORGIA
13Jackson,1952459,2976,13,656,GEORGIA
13Murray,236377,2160,13,109,GEORGIA
13Coweta,369954,2976,13,124,GEORGIA
13Monroe,1125602,2976,13,378,GEORGIA
13Liberty,275028,3312,13,83,GEORGIA
13Appling,43996,2928,13,15,GEORGIA
13Lee,447513,2976,13,150,GEORGIA
13Baldwin,275913,1488,13,185,GEORGIA
13Ben Hill,100915,1440,13,70,GEORGIA
13Gilmer,306283,1488,13,205,GEORGIA
13Walker,876056,4896,13,178,GEORGIA
13Floyd,869017,3936,13,220,GEORGIA
13Bartow,302569,2976,13,101,GEORGIA
13Emanuel,105870,1392,13,76,GEORGIA
13Warren,743238,2688,13,276,GEORGIA
13Morgan,920339,2880,13,319,GEORGIA
15Hawaii,3745332,14040,15,266,HAWAII
15Honolulu,74072011,143520,15,516,HAWAII
15Kauai,2967007,12648,15,234,HAWAII
15Maui,9969348,34224,15,291,HAWAII
19Pottawattamie,1763007,11904,19,148,IOWA
19Mills,358371,2880,19,124,IOWA
19Poweshiek,752892,2976,19,252,IOWA
19Hamilton,895471,5760,19,155,IOWA
19Monona,194937,1440,19,135,IOWA
19Decatur,438675,4416,19,99,IOWA
19Cerro Gordo,1534834,11808,19,129,IOWA
19Iowa,914609,2976,19,307,IOWA
19Benton,700826,4464,19,156,IOWA
19Cass,640969,4464,19,143,IOWA
19Dallas,1525439,5952,19,256,IOWA
19Polk,5678910,19656,19,288,IOWA
19Scott,4199494,14784,19,284,IOWA
19Cedar,1147522,4416,19,259,IOWA
19Wright,470928,5664,19,83,IOWA
19Warren,2064339,5760,19,358,IOWA
19Johnson,3073010,11616,19,264,IOWA
19Plymouth,279675,2016,19,138,IOWA
19Henry,381884,2976,19,128,IOWA
19Story,898141,7200,19,124,IOWA
19Delaware,145173,2976,19,48,IOWA
19Clinton,233324,2400,19,97,IOWA
19Black Hawk,530290,5208,19,101,IOWA
19Chickasaw,163519,2976,19,54,IOWA
19Floyd,263832,2976,19,88,IOWA
19Osceola,106391,2976,19,35,IOWA
19Hardin,258444,2976,19,86,IOWA
19Ida,101740,1440,19,70,IOWA
19Page,70379,1488,19,47,IOWA
19Webster,179647,1488,19,120,IOWA
19Davis,114161,2976,19,38,IOWA
19Clayton,66217,1488,19,44,IOWA
19Lee,273334,3648,19,74,IOWA
19Jackson,240719,4320,19,55,IOWA
19Crawford,92137,1488,19,61,IOWA
19Greene,244409,4368,19,55,IOWA
19Buena Vista,86252,1488,19,57,IOWA
19Palo Alto,82971,1488,19,55,IOWA
19Lucas,63089,1488,19,42,IOWA
19Marion,345920,2976,19,116,IOWA
19Dubuque,736790,5136,19,143,IOWA
19Howard,95904,1488,19,64,IOWA
19Wapello,253870,2976,19,85,IOWA
19Jones,335108,2976,19,112,IOWA
19Allamakee,40530,1056,19,38,IOWA
19Calhoun,192431,4416,19,43,IOWA
19O'Brien,384,744,19,0,IOWA
19Tama,996,672,19,1,IOWA
19Monroe,2779,744,19,3,IOWA
19Union,1765,648,19,2,IOWA
19Clay,220269,2880,19,76,IOWA
19Linn,4876452,15552,19,313,IOWA
19Dickinson,323819,2976,19,108,IOWA
19Audubon,131128,2880,19,45,IOWA
19Marshall,146361,2688,19,54,IOWA
19Mitchell,140717,2976,19,47,IOWA
19Fayette,180229,2976,19,60,IOWA
19Woodbury,432058,2880,19,150,IOWA
16Kootenai,8353944,34032,16,245,IDAHO
16Ada,34664262,114144,16,303,IDAHO
16Twin Falls,610211,9552,16,63,IDAHO
16Bannock,6462066,46224,16,139,IDAHO
16Nez Perce,545498,7440,16,73,IDAHO
16Gooding,616153,4464,16,138,IDAHO
16Canyon,21127869,72648,16,290,IDAHO
16Bear Lake,130601,5952,16,21,IDAHO
16Bonneville,2525533,17376,16,145,IDAHO
16Lemhi,83606,4464,16,18,IDAHO
16Lincoln,79905,1344,16,59,IDAHO
16Latah,1246776,13248,16,94,IDAHO
16Boundary,258449,5088,16,50,IDAHO
16Butte,62796,4128,16,15,IDAHO
16Cassia,832394,11616,16,71,IDAHO
16Lewis,139549,3720,16,37,IDAHO
16Oneida,526977,5952,16,88,IDAHO
16Adams,142292,3936,16,36,IDAHO
16Bonner,1542776,15576,16,99,IDAHO
16Blaine,402887,2928,16,137,IDAHO
16Fremont,76715,5136,16,14,IDAHO
16Franklin,245833,4464,16,55,IDAHO
16Owyhee,54266,2976,16,18,IDAHO
16Idaho,103301,5952,16,17,IDAHO
16Valley,206432,2880,16,71,IDAHO
16Washington,231596,2976,16,77,IDAHO
16Jefferson,758140,5952,16,127,IDAHO
16Boise,298692,8208,16,36,IDAHO
16Elmore,458849,4464,16,102,IDAHO
16Custer,17888,2976,16,6,IDAHO
16Madison,57833,1488,16,38,IDAHO
16Caribou,105700,2784,16,37,IDAHO
16Teton,438385,4464,16,98,IDAHO
16Bingham,534442,4080,16,130,IDAHO
16Jerome,2170333,10416,16,208,IDAHO
16Power,696079,7152,16,97,IDAHO
16Shoshone,156854,2976,16,52,IDAHO
16Clark,59735,3072,16,19,IDAHO
16Gem,53646,1488,16,36,IDAHO
16Payette,1476420,10416,16,141,IDAHO
16Benewah,44945,1392,16,32,IDAHO
17Lake,1990747,7584,17,262,ILLINOIS
